Es ist sein [Donald Trumps] Kampfmittel, Kritiker und Gegner <b>____</b> Lügen zu <b>____</b>.	mit , überziehen	perfiden , greift	abgewonnen , verpflichtet	wähnt , einsieht
sein Konto [um 500 Euro] <b>____</b>	uberziehen	hakte	törichte	eingehakt
die Pause / die Sendezeit <b>____</b>	überziehen	entfachen	verbärgen	wettert
der Kommentar war im Ton <b>____</b>	überzogen	vorbringen	unterstellte	verdutztes
Ich <b>____</b> ihm eins mit der Peitsche <b>____</b>.	zog , über	verschaffen , behält	beachtliche , eingehend	loszuwerden , ausschlaggebend
<b>____</b> dem Kind einen Schal <b>____</b>, damit es sich nicht erkältet!	Gib , um	Potenz , zoffen	Verzierung , umwerfen	Geißeln , irreführender
<b>____</b> <b>____</b> mit klugen Leuten!	Umgebt , euch	Lakai , gestell	Was , einhergeht	Verwaist , lenkte
Faghags sind Frauen, die <b>____</b> gerne mit schwulen Männern <b>____</b>	sich , umgeben	vorgeblichen , hofiert	einzubinden , erschlossen	mau , wandte
Die Wiese ist von herrlichen Rosenstöcken <b>____</b>.	umgeben	absegnet	aufgeweicht	richtet
Denken tue ich, ehrlich gesagt, meistens auf Englisch, weil mir die Sprache gefällt und ich den ganzen Tag von Englisch <b>____</b> bin 	umgeben	einschlagen	kanalisiert	erzwingen
Händler/innen haben mit der gebotenen <b>____</b> zur Einhaltung der anwendbaren Sicherheitsanforderungen beizutragen, indem sie insbesondere keine Produkte liefern, von denen sie wissen oder auf Grund der ihnen bei zumutbarer Sorgfalt zugänglichen Informationen wissen müssten, dass sie diesen Anforderungen nicht genügen.	Umsicht	Ü	Sehnsüchte	Scher
Durch <b>____</b> werden Fehler vermieden.	Umsicht	Konkurs	Zerwürfnisse	Ins
Die Helfer an der Unfallstelle handelten <b>____</b> und trotzdem schnell.	umsichtig	fühlen	irreführender	noch
mit einem Kind zu reisen ist viel <b>____</b>.	umständlicher	begab	bewähren	belastbar
Die Aufgabe wurde sehr <b>____</b> gelöst.	umständlich	zuschlagen	gingen	abzuschlagen
‘Der Wechsel vom Cockpit in die Kabine ist eine totale <b>____</b>, weil man es gewöhnt ist, Führungspersönlichkeit zu sein und sich durchzusetzen‘, sagt sie.	Umstellung	Verrenkung	Vorbehalt	Gewissheit
Die <b>____</b> führte zu teilweise chaotischen Verhältnissen, obwohl fast alle Zeitungen mehrfach auf die Veränderung hingewiesen hatten.	Umstellung	Havarie	Ausschlag	Haltung
Man träumt sich um Jahre zurück, man sieht sie als kleines Mädchen in diesen Kammern, in diesen Gängen <b>____</b> <b>____</b>.	sich , umtreiben	monierten , bindet	verrecken , verkorksten	aufgeweicht , urige
Und er hatte die Bombardierung Dresdens 1945 mit den Atombombenabwürfen über Hiroshima und Nagasaki verglichen. Dass er in seiner Rede etwas unabsichtlich 'vergeigt' haben könnte, ist allerdings unwahrscheinlich.  Diese Luftangriffe auf Dresden <b>____</b> Höcke schon länger <b>____</b>.	treiben , um	sonst , ärgsten	gegeben , besucht	erlassene , eingängig
'Grauer Beton, rauer Jargon': Der Song des Chemnitzer Rappers Trettmann bringt zum Ausdruck, was viele Ostdeutsche in diesen Tagen <b>____</b>. Warum sind wir, wie wir sind?	umtreibt	vornehmen	dich	war
Seitdem der mysteriöse Himmelskörper mit dem hawaiianischen Namen Oumuamua vor gut einem Jahr an der Erde und an den Linsen hochsensibler Teleskope vorbeizog, <b>____</b> er Astronominnen und Astronomen <b>____</b>.	treibt , um	durchdrehen , verklärte	hadert , damit	verschlagen , hauen
jemanden <b>____</b> Geschenken/freundlichen Worten <b>____</b>	mit , umwerben	hanebüchen , denn	rütteln , garstiger	ausgiebig , staunen
ein sehr <b>____</b> Schauspieler	umworbener	spöttisch	bestückten	der
ein volles Glas Wein <b>____</b>	umwerfen	stiefmütterlich	angemahnt	erfassen
Er hat den gegnerischen Spieler <b>____</b>.	umgeworfen	verwaist	ergiebige	wahrten
<b>____</b> einen Schal, eine Jacke, einen Mantel <b>____</b>	sich , umwerfen	übereinstimmen , absegnet	behält , liegt	abgehackt , verschlungene
Als es klingelte, stieg er aus der Wanne und <b>____</b> sich schnell einen Bademantel <b>____</b>.	warf , um	etwaigen , befangen	verfangen , maßgeblichen	getilgte , zumuten
Die Erkenntnis, dass so etwas überhaupt möglich ist, <b>____</b> sie <b>____</b>.	warf , um	verabschiedet , einhergehend	vorwegnehmen , erfasste	vertan , schlapper
Ihn <b>____</b> so leicht nichts <b>____</b>.	wirft , um	en , zermürbende	mittels , rechtfertigt	töricht , unentwegtes
Du siehst <b>____</b> aus!	umwerfend	hast	musterten	setzte
Und dein Kind macht gleichzeitig eine neue <b>____</b> Erfahrung, nämlich die Entdeckung von Ursache und Wirkung.	umwerfende	musterten	vermiest	erdrückte
Die Kündigung meines Bruders hat die ganze Familie <b>____</b>.	umgeworfen	anstachelt	bescheren	verschanzt
ein <b>____</b> komisches Stück	umwerfend	kanalisiert	stimmt	verkraften
seine Pläne wieder <b>____</b>	umwerfen	ausloten	verzerrt	walzt
Der Unfall am Bahnübergang hat alle Fahrpläne <b>____</b>.	umgeworfen	auszeichnet	gebannt	stichhaltig
Karl Lauterbach <b>____</b> tief in der Nacht eigene Beschlüsse <b>____</b>, der Kanzler schweigt zur Impfpflicht: Das Kommunikationschaos der Ampel hat den Tiefpunkt erreicht.	wirft , um	gestand , wett	ausgeben , plumpe	gehörige , drängt
Den Ausweis an der Grenze vorzuzeigen, ist für Reisende <b>____</b>.	unabdingbar	gaukeln	etwaigen	überlagert
‘Ein finanzielles Polster für unvorhergesehene Folge- oder Mehrkosten ist daher <b>____</b>‘, meint Goris und empfiehlt rund 20 Prozent des Gesamtinvestitionsaufwand als Vermögensrückhalt auf der Seite zu haben.	unabdingbar	dadurch	anstacheln	eingepreist
Da präsentieren zwei junge Männer im Fernsehen ebenso stolz wie <b>____</b> rosa Plastikhandschuhe, mit denen Frauen blutige Tampons entsorgen sollen, und werden zum Gespött, weil sie – als Männer – Menstruation als unhygienisch darstellen, ihre 'Pinky Gloves' eine klischeehafte Farbe haben und Plastikmüll erzeugen. Letztlich ziehen sie ihr Produkt zurück.	unbeholfen	eingehend	gönne	lauern
Mit den Impfplattformen ist es so ähnlich wie mit der ganzen erzwungenen Digitalisierung, die wir zurzeit erleben: Es ist wenig einheitlich und vieles noch <b>____</b>.	unausgegoren	ausufert	erliegen	nach
die Initiative der Regierung als <b>____</b> ablehnen	unausgegoren	aufgehalten	beseitigen	überlagern
Sein <b>____</b> Jammern ist mir äußerst lästig.	unentwegtes	rücken	statt	beachtlich
Er redet <b>____</b>.	unentwegt	aussondern	hanebüchene	einknicken
Die Helfer waren <b>____</b> im Einsatz.	unentwegt	erliegen	fühlen	ulkig
Die Sprachpuristen ließen sich nicht entmutigen, <b>____</b> rangen sie um die Reinheit der deutschen Sprache - und gegen alles Fremde.	unentwegt	eingebunden	spannte	abermals
 Er ist einer der <b>____</b> Kämpfer für Kinderrechte, den ich kenne.	unentwegtesten	anweisen	unterstellen	entsinnen
Wir hielten <b>____</b> an unserem Plan fest.	unentwegt	abtun	tilgte	widersprüchliche
Die zwei Grundstücke grenzen <b>____</b> aneinander.	unmittelbar	aufgezogen	zaudernden	nehmen
Die AfD hat einen Zehntelprozentpunkt mehr geschafft als die Union. Dieser Zehntelprozentpunkt bringt den ganzen Freistaat in Wallung. Auch wenn eine Bundestagswahl keine <b>____</b> Auswirkungen auf die Verhältnisse im Land hat – so einen Schock verdaut niemand einfach so.	unmittelbaren	im	hergeben	überdrüssig
Laut einer Schätzung von Facebook ist die Werbung insgesamt 126 Millionen Nutzern angezeigt worden … Facebook könne allerdings nicht sagen, wie viele Nutzer die Werbung bewusst wahrgenommen oder ungelesen durchgescrollt hätten. <b>____</b> sei die von der russischen Internet Research Agency gebuchte Werbung 11,4 Millionen Nutzern angezeigt worden; die neue Schätzung liegt höher, weil sie berücksichtigt, dass Nutzer Inhalte untereinander teilen.	Unmittelbar	GAU	Abgründe	Gemüt
<b>____</b> nach seinem letzten Wort stolperte er, sodass er zu Boden fiel.	Unmittelbar	Errungenschaft	Anregung	Gib
Wir haben hier <b>____</b> Kontakt zur Bevölkerung.	unmittelbaren	setzen	überlagern	liefen
jemandem einen Plan, einen Vorschlag <b>____</b>	unterbreiten	ausmisten	schlägt	etwaigen
Sehr geehrte Mitarbeitende, wir freuen uns, das Sommersemester 2022 wieder als Präsenzsemester zu beginnen. Alles wird wieder in Präsenz stattfinden können. Dabei können die Fakultäten entscheiden, ob sie auch digitale oder hybride Angebote für Lehrveranstaltungen <b>____</b>.	unterbreiten	eruieren	verzerrt	entreißen
Das ist ein gewagtes <b>____</b>, sich mit so wenig Kapital selbständig zu machen.	Unterfangen	Übereinstimmung	Gewerkschaften	Sodbrennen
Ob das [die Propaganda in Russland über den Krieg in der Ukraine] allein reicht, um vollen Rückhalt für eine allgemeine [militärische] Mobilmachung zu generieren, ist fraglich. Sie könnte Putin nötig erscheinen, nachdem die russische Armee ja gehörig in Bedrängnis ist und derzeit eher zermürbend die Stellung hält als offensiv voranzukommen – was die laufenden Angriffe nicht kleinreden soll. Nachschub für die verheizten und demoralisierten Soldaten wäre entscheidend, wenn es bei dem Kriegsziel bleiben soll, das ganze Land zu <b>____</b> – und davon ist auszugehen. Eine Generalmobilmachung würde jedoch zugleich bedeuten, dass fortan nicht mehr nur in der Hauptsache arme Schlucker aus abgehängten Landesteilen getötet würden, sondern vermehrt die Söhne der Mittelschicht aus den großen Städten zu Zehntausenden in die Schlachten zögen, noch dazu eher schwach vorbereitete Reservisten, wenn es denn schnell gehen soll. Die erwartbaren Verluste wären kaum noch zu verbergen.	unterjochen	haut	mir	nörgelt
ein fremdes Volk <b>____</b>	unterjochen	jeglicher	wähnte	vermeldete
Verkehrte Welt: Staaten <b>____</b> sträflich die Hilfe für Menschen in Not. Stattdessen verfolgen sie Helfer, die nach bestem Wissen und Gewissen diese Pflicht erfüllen.	unterlassen	zankenden	herrscht	auszuarten
<b>____</b> Sie das!	Unterlassen	Irrtum	Lest	Vergeltungs
Wird die Angabe der Zeitung oder Zeitschrift <b>____</b>, so stehen ihrem Herausgeber oder, wenn ein solcher nicht genannt ist, ihrem Verleger die gleichen Ansprüche zu wie einem Urheber im Fall einer rechtswidrigen Unterlassung der Angabe der Urheberbezeichnung.	unterlassen	perfiden	sah	staunen
Das Auge <b>____</b> dann rot und tränt.	unterläuft	unbehelligt	ersichtlichen	ausgeben
Seine Augen waren dunkelrot <b>____</b>.	unterlaufen	ein	einjagen	wartet
Geschickt <b>____</b> er die Verpflichtung / Einkommenssteuer zu zahlen.	unterlief	gehende	aufgeflogen	verschloss
Mit dieser und anderen Diskriminierungen [z.B. dass schwarze Menschen nicht wählen durften] <b>____</b> die Vereinigten Staaten von Anfang an ihre Gründungsprämisse von Freiheit und Gerechtigkeit für alle.	unterliefen	verwahren	von	bewahrt
Bei der Abrechnung ist mir leider ein Fehler <b>____</b>.	unterlaufen	des	perfide	geißelte
Repräsentative Rückschlüsse lässt der Rahmen der Doku nicht zu, der Erkenntnisgewinn liegt deshalb in den persönlichen Einblicken. Boys [die Doku] demonstriert damit ein angenehmes Desinteresse an Klischeemännlichkeit, das das ZDF mit seiner Planung jedoch zu <b>____</b> scheint. In dessen Mediathek wird man die Serie ab dem 11. Juni sehen können, anmoderiert als Begleitprogramm zur zeitgleich beginnenden Fußball-EM.	unterlaufen	zu	aufgezeigt	abgesprochen
dem Feind <b>____</b>	unterliegen	schlug	schleierhaft	behalf
Das Wetter im April <b>____</b> starken Schwankungen, Sie <b>____</b> starken Gemütsschwankungen.	unterliegt , unterliegt	aufkündigen , erliegt	drückt , zielte	stimmten , bete
Luxusartikel <b>____</b> einer hohen Steuer., Die Vegetation <b>____</b> hier extremen Temperaturschwankungen., Die Medikamente <b>____</b> einer strengen Kontrolle.	unterliegen , unterliegt , unterliegen	ausgelotet , ergiebige , lauschte	gestürzt , überlassen , überschneiden	erließ , bekennen , vertat
Diese Kurve verlief in der Omikron-Welle [der Corona-Pandemie] lange flach, doch in den vergangenen Tagen nehmen auch die gemeldeten Klinikaufnahmen in vielen Ländern rasant zu. In Bremen und Schleswig-Holstein liegen sie bereits auf einem höheren Niveau als jemals zuvor in dieser Pandemie. Die zunächst vermeintlich entspannte Lage in den Krankenhäusern könnte sich also als trügerisch herausstellen. Dabei spielt der erhebliche Meldeverzug eine Rolle, dem die Hospitalisierungsinzidenz <b>____</b> – weshalb dieser Indikator bereits seit Längerem in der Kritik steht.	unterliegt	vermochten	wuchtig	harre
einem Irrtum, einer Täuschung, einer Versuchung <b>____</b>	unterliegen	unterlief	erschleichen	anmaßen
Bücher <b>____</b> dem ermäßigten Mehrwertsteuersatz.	unterliegen	gekapert	aufwiegeln	zieht
die Arme unterschlagen, mit <b>____</b> Beinen dasitzen	untergeschlagenen	ausmalen	hanebüchene	hatten
Der Buchhalter hat 200.000 Euro <b>____</b>.	unterschlagen	richten	kündigten	zumal
Du <b>____</b> dabei, dass du auch vieles falsch gemacht hast.	unterschlägst	verrannt	zulassen	nachlassen
Die <b>____</b> der Einheit hat längst stattgefunden.	Unterstellung	Überstürze	Übereinstimmungsrate	Gewerkschaften
Dass sich ihre [der AfD Anhänger] <b>____</b> wie in München (Amoklauf) oder Nizza (Extremist aus dem eigenen Land) als nicht ganz richtig erweisen, ficht sie einfach nicht an.	Unterstellungen	Etappen	Abgrund	X
Die Kompanie wurde zeitweilig einer anderen Division <b>____</b>.	unterstellt	absegnen	abgesprochen	mustere
Die unter seinem [d.h. unter Trumps] Vorgänger Barack Obama eingeführte neue Finanzaufsichtsbehörde Consumer Financial Protection Bureau (CFPB) <b>____</b> Trump [Trump is Subjekt] sogar einem Mann, der sich als Abgeordneter für deren Auflösung eingesetzt hatte. Unter dessen Führung ging die Zahl der Strafmaßnahmen des CFPB um 75 Prozent zurück.	unterstellte	entnehmen	monierten	vom
<b>____</b> mir nicht andauernd Sachen, die ich gar nicht gesagt habe!	Unterstell	Gemüt	Gib	Befindlichkeiten
<b>____</b>, die Fische wären Menschen. Was wären dann die Haifische?	Unterstellt	Würde	Zäsur	Zerwürfnis
Bevor du die Schelle vom Knie des Abfluss aufdrehst, musst du etwas <b>____</b>, sonst wird der Badezimmerschrank durchnässt.	unterstellen	vertuschte	bildet	verborgene
Einem Bauern, dem der Stall abbrennt, <b>____</b> die Kollegen meist bereitwillig das Vieh in ihrem <b>____</b>.	stellen , unter	auszuhebeln , zuschlagen	abzuzeichnen , lauerten	ausgelagert , schillerte
Die große Truhe geht nicht mehr in den Umzugswagen, kann ich sie vorerst bei euch <b>____</b>?	unterstellen	hadern	ihr	entronnen
Wir haben <b>____</b> in einem Bushäuschen <b>____</b>, wie es bei der Wanderung zu regnen begann.	uns , untergestellt	spannte , verdonnerte	abzusetzen , erkoren	bändigt , entriss
Wohl oder übel musste <b>____</b> die Parteispitze einer Neuwahl <b>____</b>.	sich , unterziehen	verzeichnen , maßt	verrenken , darüber	griffen , behelfen
2005 erkrankte sie an Brustkrebs und <b>____</b> <b>____</b> einer Operation.	unterzog , sich	beseitigen , abwälzen	liegt , angesetzten	schalt , bescheren
Frances Arnold war die Erste, der es gelang, Enzyme im Labor einer solchen gerichteten Evolution zu <b>____</b> und sie zielgerichtet mutieren zu lassen.	unterziehen	beschwören	verbirgt	einhergehend
Wir müssen die Unterlagen einer gründlichen Prüfung <b>____</b>.	unterziehen	verkorkst	ausuferte	harren
Die dem Verhör <b>____</b> Gefangenen wurden anschließend wieder in ihre Zellen gebracht.	unterzogenen	anständiges	anständig	beteuert
Eine <b>____</b> Ähnlichkeit.	unverkennbare	unbehelligt	begeben	verhängnisvoller
Das ist <b>____</b> Bach.	unverkennbar	lästerte	vertat	packen
Die Aufführung war wirklich <b>____</b>. Ich habe mich köstlich amüsiert.	urig	abzuhalten	gepfändet	warf
Ein <b>____</b> Typ.	uriger	eingebracht	erschlägt	ein
Lass uns in die Kneipe am Eck gehen, die ist <b>____</b> und ohne Schickimicki.	urig	verschloß	aussondern	hat
Das Nante-Eck ist eine <b>____</b> Altberliner Restauration mit dem typischen Flair Berlins um 1900- direkt an der Ecke Unter den Linden / Friedrichstraße. Wir nehmen Sie mit auf eine kulinarische und geschichtliche Reise in die Zeit des alten Berlins, dorthin, wo das Herz dieser Stadt schlägt.	urige	bezichtigen	bei	anmahnen
Ich <b>____</b> <b>____</b> mit einer Umarmung <b>____</b> meiner Frau.	verabschiede , mich , von	überstürzten , karitative , ausführen	urige , sich , abfrühstücken	bezwingen , bändigt , desavouiert
Nach längerer Zeit hatte er <b>____</b> <b>____</b> seinen schlechten Gewohnheiten <b>____</b>.	sich , von , verabschiedet	stand , verzerren , bringen	einem , vorzumachen , abgesondert	bringt , aufweichen , folgerichtiger
Dazu gehört, endlich ein Einwanderungsgesetz zu <b>____</b>, das die Migration steuert und kontrolliert – anders als Merkel es 2015 und 2016 getan hat. Das, nicht die Aufnahme Tausender Flüchtlinge aus Ungarn, war ihr entscheidender Fehler. 	verabschieden	geahndet	gegeben	euch
Die UN-Generalversammlung hat diese Empfehlung anschließend einstimmig <b>____</b>.	verabschiedet	einlenken	knickte	einkassiert
Bannon, auf den mehrere der heftig umstrittenen Präsidentenerlasse zurückgehen sollen, vertritt sehr konservative und teilweise nationalistische Ansichten. Er <b>____</b> wie Trump das bisherige politische Establishment in Washington, kritisiert aber auch die großen Banken und Versicherungen, weil sie in der Finanzkrise mit Geld der Steuerzahler gerettet worden seien, während kleine Anleger wie sein Vater, ein einfacher irischer Arbeiter, für ihre Verluste nicht entschädigt worden seien. Kritiker werfen Bannon vor, antisemitisch zu sein.	verachtet	lassen	bedarf	unbeholfen
So ein Verhalten kann nur mit <b>____</b> gestraft werden.	Verachtung	Eklat	Obrigkeit	Getöse
die gemeinsame steuerliche <b>____</b> von Ehepaaren	Veranlagung	Gau	Verdienst	List
Das Ehepaar wird gemeinsam zur Einkommenssteuer <b>____</b>.	veranlagt	gestell	zugelassen	packt
Er besitzt eine gewisse <b>____</b> zum Jähzorn.	Veranlagung	Aufspüren	Attrappen	Ausschlag
Der Junge malt sehr schön, ich glaube, er hat eine künstlerische <b>____</b>.	Veranlagung	Verfehlungen	Verdienst	Ressentiments
An die oben erwähnten Vorbilder reicht The Staircase deshalb nicht heran. Schlechter als das ähnlich <b>____</b> und ambitionierte The Affair ist es aber auch nicht.	veranlagte	hantiert	fährt	gönnen
Der Nachbar hat uns die ganze Sicht <b>____</b>.	verbaut	drängten	exponiert	unterbreiten
Da kann das Sofa nicht stehenbleiben, es <b>____</b> den Zugang zum Balkon.	verbaut	geflecht	hinter	erregt
Durch diesen Fehler hatte er <b>____</b> und seiner Familie die ganze Zukunft <b>____</b>.	sich , verbaut	verschloß , eingehakt	schlägt , stürzten	bieder , zeichnete
Damit mögen manche die Hoffnung verbinden, Putin könne über eine vorläufige Niederlage [im Krieg in der Ukraine] oder einen zu lange ausbleibenden Sieg schließlich stürzen [die Macht verlieren], andere eher die Befürchtung, er habe <b>____</b> längst jeden Weg zurück aus diesem Krieg <b>____</b>. Wahrscheinlicher ist: Er will gar nicht zurück und will seinen Kampf bis zum Ende führen. Die Ukraine wird weiter jede Hilfe brauchen, um das zu verhindern.	sich , verbaut	abfrühstücken , überlässt	perfide , zusehends	eingerichtet , ausgleichen
Die Wohnung war total <b>____</b> und ähnelte mit den langen Gängen und kleinen Zimmern an einen Kaninchenbau.	verbaut	vollstreckt	sausen	zeichnet
ein ziemlich <b>____</b> Haus	verbautes	gelegenen	umwerfende	beharrt
die Mathearbeit habe ich <b>____</b>	verbaut	unmittelbaren	tüftelte	plump
Bei der Errichtung des neuen Hauses <b>____</b> man auch viel Holz.	verbaute	trotziges	angemahnt	beständig
Natürlich <b>____</b> die Firma an einen derart edlen Rahmen nur die besten Teile.	verbaut	bewahren	zuschrieben	ausgereizt
wie viel Geld sie wohl schon <b>____</b> hat?	verbaut	staunte	zugefügt	entbehre
Man hat das ganze Bergtal in den vergangenen Jahren <b>____</b>.	verbaut	dreht	rühmt	wett
Die ganze schöne Alpenlandschaft ist durch unzählige private Luxusimmobilien total <b>____</b> worden.	verbaut	verdonnern	entweicht	gen
Dass ausgerechnet Oprah Winfrey, die ,Beichtmutter der Nation, in deren Talkshows jahrzehntelang Prominente zu teils tränenreichem Seelenstriptease erschienen, nichts von den Übergriffen im Showbusiness [d.h., sexuell missbrauch] gewusst haben will, kann einen nur <b>____</b>.	verblüffen	erschlägt	bedürfen	wetterte
Wo <b>____</b> <b>____</b> Osama Bin Laden?	verbirgt , sich	flashe , vorangetrieben	eingehen , deponiert	hervorgegangen , sonst
Die Katze <b>____</b> <b>____</b> hinter dem Sofa.	verbirgt , sich	beiwohnten , ausgelagert	einzuhegen , veralbern	entnimmt , trotzige
Weil ein moldauisches Gefängnis jenseits des Flusses liegt, müssen die Wärter jeden Morgen Tarnmäntel überziehen, um ihre Uniformen zu <b>____</b>.	verbergen	einbinden	anfällt	garstig
Sie <b>____</b> ihre rote Mähne unter einer unauffälligen grauen Wollmütze.	verbarg	dem	hantiert	wettmachen
Sie konnte ihre Schadenfreude nicht <b>____</b>.	verbergen	aufziehen	abgesprochen	gekürt
Dann musst du eben deine wahren Gefühle besser <b>____</b>!	verbergen	verklärt	überlagert	behelligen
Da sind sicher <b>____</b> Motive am Werke.	verborgene	euch	abartige	drückend
Hinter dem Namen <b>____</b> <b>____</b> doch ein bekanntes Markenprodukt.	verbirgt , sich	gebührt , abgewonnen	wartete , vor	zwang , vernehmen
Dahinter <b>____</b> <b>____</b> eine ausgeklügelte Marketingstrategie.	verbirgt , sich	haben , bekennst	fingiert , aushecken	vermeldete , verhöhnen
Es wird behauptet, hinter jedem Regenbogen <b>____</b> <b>____</b> Töpfe voller Gold.	verbärgen , sich	gepfändet , urig	eingängig , preiste	machen , werden
Die Sonnenbrille <b>____</b> die verweinten Augen.	verbirgt	aufgreifen	gedrückt	irrwitzigem
Die Bedienung lächelte <b>____</b> und entschuldigte sich dafür, dass das Essen etwas länger gedauert hatte.	verbindlich	besonnen	verkannte	bescherte
Er hat mir eine <b>____</b> Zusage gegeben.	verbindliche	überdrüssig	perfide	brisantes
Die Fotos sind im Laufe der Jahre <b>____</b>.	verblasst	trotzte	zaudernden	entlarvte
Ihre Erinnerungen <b>____</b> allmählich.	verblassten	beständigem	bändigen	bevormunden
Früher hätten die Schülerinnen und Schüler noch häufiger mit Zeitzeugen [des Holocausts] sprechen können, heutzutage sei das Thema Holocaust bei der Schülerschaft <b>____</b>.	verblasst	sprechen	verklärt	abgefunden
eine Einzahlung auf einem Konto <b>____</b>	verbuchen	artet	zusammensetzen	verständigte
eine Summe <b>____</b> Verlust <b>____</b>	als , verbuchen	hofiert , zähen	räumt , griff	unterschlagen , dahingehend
Die Meseumsleitung <b>____</b> die gestiegenen Besucherzahlen <b>____</b> Erfolg.	verbuchte , als	geschweige , ausuferte	nörgelt , bevormundet	zäh , nachgiebige
So groß [wie der Abstand laut Umfragen zwischen der Zustimmung für Marine Le Pen in Frankreich und dem jeweiligen anderen französischen Politikern] ist auch der Abstand von Wilders zu den traditionellen Parteien in den Niederlanden. Wie Le Pen <b>____</b> er über viele Jahrzehnte mal größere, mal kleinere Erfolge – bis zu diesem überraschend hohen Sieg.	verbuchte	reißen	dem	unterlief
Wenn dieser Unternehmensbereich heute wieder große Gewinne macht, dann ist dies nicht zuletzt das <b>____</b> von Herrn Schulze.	Verdienst	Attrappen	Widersprüchen	Anlass
Er hat sich große <b>____</b> um den Sport/ seine Heimatstadt erworben.	Verdienste	Ausgewogenes	Vor	Paradebeispiel
Dieses Talent ist kein <b>____</b>, es ist ein Geschenk.	Verdienst	Freibrief	Lakai	Provision
Ihr <b>____</b> wird Ihnen natürlich jeden Monat auf Ihr Konto überwiesen.	Verdienst	Umstellung	Stellung	Zulauf
Den <b>____</b> hatte sie abends gezählt, die Summe in ein kleines Heft eingetragen und das Geld in die Blechdose mit der Schneelandschaft und dem Deckel gesteckt.	Verdienst	Ausreißer	Wette	Trümmern
Die EU-Kommission <b>____</b> das Geldhaus wegen Manipulation an weltweit wichtigen Zinssätzen <b>____</b> einer Strafe von 725 Millionen Euro.	verdonnerte , zu	wetterte , verhängt	und , ausgeglichen	irritiert , vorgibt
Die Stadt kann sich den stadteigenen Winterdienst einsparen und alle Einwohner per Satzung <b>____</b> 'kostenlosen' Winterdienst <b>____</b>.	zum , verdonnern	nahm , benommen	auszeichnet , taugen	geißeln , aufbringen
Der kleine Junge, der <b>____</b> Stillsitzen <b>____</b> wurde, war mal mahnendes Beispiel für ganze Generationen.	zum , verdonnert	mau , zielte	beharrliches , damit	bedürfen , schillernde
Bisher hatte mich meine Nachbarin kaum gegrüßt und jetzt <b>____</b> sie mich mit einer Einladung zu Kaffee und Kuchen.	verdutzte	verklärten	schoren	auffangen
ein <b>____</b> Gesicht machen	verdutztes	schlug	karitative	geflasht
‘Wir werden nie aufgeben. Wir werden nie eine Niederlage eingestehen‘, rief Trump vom Podium herunter den Massen entgegen. Dann schimpfte er eine Stunde lang gegen seine angeblichen Feinde, setzte Vizepräsident Pence unter Druck, die Verfassung zu brechen und wiederholte zahlreiche längst widerlegte Verschwörungstheorien, die seine Niederlage gegen Joe Biden erklären sollten. Bei Offiziellen in den Bundesstaaten kam er mit diesen Lügen nicht durch. Doch hier, um Kreise seiner Anhänger am Rande der National Mall, <b>____</b> die Botschaft.	verfing	letztendlich	tachelt	kanalisieren
Als im November mehrere AfD-Abgeordnete Blogger in den Bundestag schleusten, die den Parlamentsbetrieb störten und einen Minister beleidigten, missbilligte die Fraktions- und Parteiführung die Vorgänge. Co-Fraktionschef Alexander Gauland bat im Plenarsaal sogar um Entschuldigung. In den Informationsblasen der AfD-Anhänger und Reichsflaggenschwenker aber <b>____</b> das nicht, denn deren Informationsquellen sind überwiegend soziale Netzwerke, weniger recherchierende Medien.	verfängt	ruft	anecken	drehen
Viele Fische <b>____</b> <b>____</b> <b>____</b> Netz.	verfingen , sich , im	geschert , kaschieren , führen	verabschiedet , harre , tilgte	gibt , scheren , standen
<b>____</b> <b>____</b> <b>____</b> <b>____</b>.	Sich , in , Widersprüchen , verfangen	Dekret , gelegener , Obrigkeit , aufzuspüren	Verunglimpfungen , anderweitigen , Kolportage , desavouierte	Stellung , fahrlässig , Potenz , pfiffiges
Zwar <b>____</b> auch der demokratische Bewerber für das Amt des Vizepräsidenten, John Edwards, eine harten Kurs gegen Iran – wie der aber letztlich aussehen soll, ist noch unklar.	verficht	als	überlagert	belassen
Camilla dagegen, die am liebsten in Jeans und Pullover herumläuft, ist eine Kreatur der britischen Countryside, deren Werte und Traditionen sie <b>____</b>.	verficht	einschlägigen	ausgiebigen	verborgene
Der eher altmodische Kreationismus wird heute fast nur noch im 'Bibelgürtel' (Bible Belt) der USA, einem knappen Dutzend Bundesstaaten von Texas bis Virginia, <b>____</b>.	verfochten	kein	einzubinden	mitschwingen
May bestimmt nicht mehr ihr eigenes Schicksal. Das tun nunmehr andere: Kabinettskollegen und vor allem die harten Brexit-<b>____</b> der Partei, die untereinander kämpfen, um die Macht über das weitere Brexit-Verfahren an sich zu reißen.	Verfechter	Gutmütig	Genugtuung	Strippenziehern
Theresa May, die Premierministerin, hat hier debattiert. Jacob Rees-Mogg, ihr Widersacher und <b>____</b> eines harten Brexits, leitete einst die Bücherei der Union. 	Verfechter	Leg	Klamauk	Hochmut
